Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-05-30T22:40:19.222Z","","","Included","composer-2.5","No","0","29385","316652","6261","352298","Included"
"2026-05-30T22:40:17.574Z","","","Included","composer-2.5","No","0","26406","150865","2879","180150","Included"
"2026-05-30T22:40:11.737Z","","","Included","composer-2.5","No","0","19416","171393","2052","192861","Included"
"2026-05-30T22:40:04.726Z","","","Included","composer-2.5","No","0","23304","206550","2731","232585","Included"
"2026-05-30T22:40:03.156Z","","","Included","composer-2.5","No","0","44411","636800","8703","689914","Included"
"2026-05-30T22:39:58.727Z","","","Included","composer-2.5","No","0","35410","352550","5226","393186","Included"
"2026-05-30T22:39:47.709Z","","","Included","composer-2.5","No","0","38649","605624","9951","654224","Included"
"2026-05-30T22:39:46.894Z","","","Included","composer-2.5","No","0","28525","407279","3772","439576","Included"
"2026-05-30T22:39:43.917Z","","","Included","composer-2.5","No","0","58696","895194","12477","966367","Included"
"2026-05-30T22:39:37.787Z","","","Included","composer-2.5","No","0","30009","188860","3218","222087","Included"
"2026-05-30T22:39:34.132Z","","","Included","composer-2.5","No","0","36120","373814","7581","417515","Included"
"2026-05-30T22:39:34.000Z","","","Included","composer-2.5","No","0","27146","218492","2490","248128","Included"
"2026-05-30T22:39:32.153Z","","","Included","composer-2.5","No","0","47082","851415","12579","911076","Included"
"2026-05-30T22:39:30.996Z","","","Included","composer-2.5","No","0","27466","232513","2697","262676","Included"
"2026-05-30T22:39:20.316Z","","","Included","composer-2.5","No","0","38390","614720","9391","662501","Included"
"2026-05-30T22:39:15.887Z","","","Included","composer-2.5","No","0","33820","389491","5418","428729","Included"
"2026-05-30T22:39:10.461Z","","","Included","composer-2.5","No","0","28582","173893","1748","204223","Included"
"2026-05-30T22:39:07.001Z","","","Included","composer-2.5","No","0","26304","148586","2643","177533","Included"
"2026-05-30T22:38:39.086Z","","","Included","composer-2.5","No","0","25901","417296","6720","449917","Included"
"2026-05-30T22:38:31.940Z","","","Included","composer-2.5","No","0","28730","156563","2266","187559","Included"
"2026-05-30T22:38:26.903Z","","","Included","composer-2.5","No","0","76268","1807609","15335","1899212","Included"
"2026-05-30T22:38:26.734Z","","","Included","composer-2.5","No","0","17443","96558","1574","115575","Included"
"2026-05-30T22:38:13.997Z","","","Included","composer-2.5","No","0","67637","1784868","17339","1869844","Included"
"2026-05-30T22:38:11.728Z","","","Included","composer-2.5","No","0","25536","122623","2693","150852","Included"
"2026-05-30T22:38:11.467Z","","","Included","composer-2.5","No","0","35535","289010","6448","330993","Included"
"2026-05-30T22:38:11.216Z","","","Included","composer-2.5","No","0","28755","206069","2177","237001","Included"
"2026-05-30T22:37:46.675Z","","","Included","composer-2.5","No","0","24279","229085","3076","256440","Included"
"2026-05-30T22:37:37.169Z","","","Included","composer-2.5","No","0","25342","147176","2533","175051","Included"
"2026-05-30T22:37:31.708Z","","","Included","composer-2.5","No","0","25398","315360","5328","346086","Included"
"2026-05-30T22:37:25.348Z","","","Included","composer-2.5","No","0","37048","497114","6203","540365","Included"
"2026-05-30T22:37:15.802Z","","","Included","composer-2.5","No","0","28059","174948","2555","205562","Included"
"2026-05-30T22:37:03.304Z","","","Included","composer-2.5","No","0","38454","693783","9645","741882","Included"
"2026-05-30T22:37:00.462Z","","","Included","composer-2.5","No","0","23586","148709","2395","174690","Included"
"2026-05-30T22:36:57.736Z","","","Included","composer-2.5","No","0","35535","586810","8204","630549","Included"
"2026-05-30T22:36:43.391Z","","","Included","composer-2.5","No","0","117360","1861518","15863","1994741","Included"
"2026-05-30T22:36:34.996Z","","","Included","composer-2.5","No","0","62222","1230560","19630","1312412","Included"
"2026-05-30T22:36:32.029Z","","","Included","composer-2.5","No","0","71998","1128701","12017","1212716","Included"
"2026-05-30T22:36:21.559Z","","","Included","composer-2.5","No","0","21456","207761","2651","231868","Included"
"2026-05-30T22:36:20.513Z","","","Included","composer-2.5","No","0","30702","559232","7703","597637","Included"
"2026-05-30T22:36:14.749Z","","","Included","composer-2.5","No","0","44141","427928","7730","479799","Included"
"2026-05-30T22:36:13.689Z","","","Included","composer-2.5","No","0","51679","758688","13149","823516","Included"
"2026-05-30T22:36:01.250Z","","","Included","composer-2.5","No","0","26562","175287","2443","204292","Included"
"2026-05-30T22:35:57.311Z","","","Included","composer-2.5","No","0","70608","1557686","20502","1648796","Included"
"2026-05-30T22:35:33.321Z","","","Included","composer-2.5","No","0","45366","463459","7436","516261","Included"
"2026-05-30T22:35:27.607Z","","","Included","composer-2.5","No","0","76271","1333767","13608","1423646","Included"
"2026-05-30T22:35:14.956Z","","","Included","composer-2.5","No","0","39724","336224","9405","385353","Included"
"2026-05-30T22:35:10.634Z","","","Included","composer-2.5","No","0","40748","641995","8057","690800","Included"
"2026-05-30T22:35:02.536Z","","","Included","composer-2.5","No","0","73095","913525","10144","996764","Included"
"2026-05-30T22:34:47.873Z","","","Included","composer-2.5","No","0","25656","175007","1882","202545","Included"
"2026-05-30T22:34:39.681Z","","","Included","composer-2.5","No","0","41937","445886","9049","496872","Included"
"2026-05-30T22:34:30.052Z","","","Included","composer-2.5","No","0","25480","173062","2517","201059","Included"
"2026-05-30T22:34:24.212Z","","","Included","composer-2.5","No","0","31733","278819","3136","313688","Included"
"2026-05-30T22:34:17.980Z","","","Included","composer-2.5","No","0","42704","1028928","11832","1083464","Included"
"2026-05-30T22:34:12.744Z","","","Included","composer-2.5","No","0","28173","141273","2768","172214","Included"
"2026-05-30T22:34:09.413Z","","","Included","composer-2.5","No","0","43034","475644","8508","527186","Included"
"2026-05-30T22:34:08.381Z","","","Included","composer-2.5","No","0","34569","430228","4258","469055","Included"
"2026-05-30T22:34:05.605Z","","","Included","composer-2.5","No","0","39664","399446","7764","446874","Included"
"2026-05-30T22:34:01.150Z","","","Included","composer-2.5","No","0","50972","932441","10574","993987","Included"
"2026-05-30T22:33:58.976Z","","","Included","composer-2.5","No","0","35025","450592","9928","495545","Included"
"2026-05-30T22:33:55.460Z","","","Included","composer-2.5","No","0","50134","817413","10570","878117","Included"
"2026-05-30T22:33:54.789Z","","","Included","composer-2.5","No","0","50515","608273","10015","668803","Included"
"2026-05-30T22:33:54.435Z","","","Included","composer-2.5","No","0","59767","1095196","14083","1169046","Included"
"2026-05-30T22:33:33.261Z","","","Included","composer-2.5","No","0","40726","657201","8972","706899","Included"
"2026-05-30T22:33:29.738Z","","","Included","composer-2.5","No","0","67435","1309318","17106","1393859","Included"
"2026-05-30T22:33:24.893Z","","","Included","composer-2.5","No","0","36676","789410","9475","835561","Included"
"2026-05-30T22:33:15.777Z","","","Included","composer-2.5","No","0","26054","236682","3156","265892","Included"
"2026-05-30T22:33:14.035Z","","","Included","composer-2.5","No","0","83569","676777","8195","768541","Included"
"2026-05-30T22:33:00.638Z","","","Included","composer-2.5","No","0","28754","168393","2843","199990","Included"
"2026-05-30T22:32:51.477Z","","","Included","composer-2.5","No","0","48445","571303","9210","628958","Included"
"2026-05-30T22:32:41.555Z","","","Included","composer-2.5","No","0","22211","94303","1776","118290","Included"
"2026-05-30T22:32:36.461Z","","","Included","composer-2.5","No","0","30222","218132","3467","251821","Included"
"2026-05-30T22:32:30.537Z","","","Included","composer-2.5","No","0","33616","559124","5886","598626","Included"
"2026-05-30T22:32:23.678Z","","","Included","composer-2.5","No","0","23572","113786","2008","139366","Included"
"2026-05-30T22:32:21.945Z","","","Included","composer-2.5","No","0","56385","543020","9533","608938","Included"
"2026-05-30T22:32:09.209Z","","","Included","composer-2.5","No","0","59961","593257","7311","660529","Included"
"2026-05-30T22:31:59.735Z","","","Included","composer-2.5","No","0","41987","752729","9202","803918","Included"
"2026-05-30T22:31:55.559Z","","","Included","composer-2.5","No","0","42210","544312","6347","592869","Included"
"2026-05-30T22:31:51.014Z","","","Included","composer-2.5","No","0","38792","252188","2964","293944","Included"
"2026-05-30T22:31:50.657Z","","","Included","composer-2.5","No","0","36519","382147","2983","421649","Included"
"2026-05-30T22:31:50.236Z","","","Included","composer-2.5","No","0","41588","472800","8409","522797","Included"
"2026-05-30T22:31:40.024Z","","","Included","composer-2.5","No","0","30331","328395","3248","361974","Included"
"2026-05-30T22:31:34.954Z","","","Included","composer-2.5","No","0","31116","427904","4730","463750","Included"
"2026-05-30T22:31:28.596Z","","","Included","composer-2.5","No","0","36681","633660","9448","679789","Included"
"2026-05-30T22:30:43.208Z","","","Included","composer-2.5","No","0","44260","815285","10303","869848","Included"
"2026-05-30T22:30:30.547Z","","","Included","composer-2.5","No","0","119515","1384832","15979","1520326","Included"
"2026-05-30T22:28:43.644Z","","","Included","composer-2.5","No","0","62852","1386400","9907","1459159","Included"
"2026-05-30T22:28:23.239Z","","","Included","composer-2.5","No","0","42712","558943","7026","608681","Included"
"2026-05-30T22:28:23.169Z","","","Included","composer-2.5","No","0","32714","345713","3502","381929","Included"
"2026-05-30T22:28:21.423Z","","","Included","composer-2.5","No","0","45846","509587","4461","559894","Included"
"2026-05-30T22:28:20.783Z","","","Included","composer-2.5","No","0","60293","408725","4325","473343","Included"
"2026-05-30T22:28:20.366Z","","","Included","composer-2.5","No","0","46116","1116376","9269","1171761","Included"
"2026-05-30T22:28:16.069Z","","","Included","composer-2.5","No","0","88085","1053311","5160","1146556","Included"
"2026-05-30T22:28:13.433Z","","","Included","composer-2.5","No","0","39994","742531","5934","788459","Included"
"2026-05-30T22:28:12.639Z","","","Included","composer-2.5","No","0","52107","749339","9265","810711","Included"
"2026-05-30T22:28:06.811Z","","","Included","composer-2.5","No","0","50156","687502","11507","749165","Included"
"2026-05-30T22:28:05.426Z","","","Included","composer-2.5","No","0","72948","882373","14120","969441","Included"
"2026-05-30T22:28:05.406Z","","","Included","composer-2.5","No","0","77599","3629498","25135","3732232","Included"
"2026-05-30T22:28:04.667Z","","","Included","composer-2.5","No","0","70787","479234","9575","559596","Included"
"2026-05-30T22:28:04.189Z","","","Included","composer-2.5","No","0","48610","546092","8028","602730","Included"
"2026-05-30T22:28:04.079Z","","","Included","composer-2.5","No","0","42663","511320","11848","565831","Included"
"2026-05-30T22:28:02.693Z","","","Included","composer-2.5","No","0","80450","585098","9095","674643","Included"
"2026-05-30T22:28:01.758Z","","","Included","composer-2.5","No","0","66760","1155556","14144","1236460","Included"
"2026-05-30T22:28:01.493Z","","","Included","composer-2.5","No","0","49661","538111","7555","595327","Included"
"2026-05-30T22:28:00.183Z","","","Included","composer-2.5","No","0","35737","549323","8572","593632","Included"
"2026-05-30T22:28:00.074Z","","","Included","composer-2.5","No","0","49863","877696","11008","938567","Included"
"2026-05-30T22:28:00.047Z","","","Included","composer-2.5","No","0","96702","1490041","14574","1601317","Included"
"2026-05-30T22:27:58.467Z","","","Included","composer-2.5","No","0","50072","583250","9127","642449","Included"
"2026-05-30T22:27:57.845Z","","","Included","composer-2.5","No","0","81369","1592977","15039","1689385","Included"
"2026-05-30T22:27:56.484Z","","","Included","composer-2.5","No","0","59697","1204594","11723","1276014","Included"
"2026-05-30T22:27:56.393Z","","","Included","composer-2.5","No","0","46482","456998","9735","513215","Included"
"2026-05-30T22:27:45.898Z","","","Included","composer-2.5","No","0","43812","471919","8791","524522","Included"
"2026-05-30T22:27:44.980Z","","","Included","composer-2.5","No","0","72246","1590111","21077","1683434","Included"
"2026-05-30T22:27:43.544Z","","","Included","composer-2.5","No","0","44679","936567","12588","993834","Included"
"2026-05-30T22:27:12.699Z","","","Included","composer-2.5","No","0","18724","2668","476","21868","Included"
"2026-05-30T22:26:50.316Z","","","Included","composer-2.5","No","0","28387","74393","1430","104210","Included"
"2026-05-30T22:26:36.761Z","","","Included","composer-2.5","No","0","23414","120787","2007","146208","Included"
"2026-05-30T22:26:35.140Z","","","Included","composer-2.5","No","0","26784","120165","2034","148983","Included"
"2026-05-30T22:26:25.809Z","","","Included","composer-2.5","No","0","21389","160765","2011","184165","Included"
"2026-05-30T22:26:11.092Z","","","Included","composer-2.5","No","0","32072","279136","2999","314207","Included"
"2026-05-30T22:25:44.663Z","","","Included","composer-2.5","No","0","26226","300885","4776","331887","Included"
"2026-05-30T22:25:39.279Z","","","Included","composer-2.5","No","0","45030","236205","4401","285636","Included"
"2026-05-30T22:25:16.044Z","","","Included","composer-2.5","No","0","34116","359140","5642","398898","Included"
"2026-05-30T22:25:05.049Z","","","Included","composer-2.5","No","0","24595","167413","2032","194040","Included"
"2026-05-30T22:25:00.904Z","","","Included","composer-2.5","No","0","32835","293515","5154","331504","Included"
"2026-05-30T22:25:00.212Z","","","Included","composer-2.5","No","0","41645","367747","5911","415303","Included"
"2026-05-30T22:24:57.962Z","","","Included","composer-2.5","No","0","34937","380240","6500","421677","Included"
"2026-05-30T22:24:49.850Z","","","Included","composer-2.5","No","0","44546","376699","6416","427661","Included"
"2026-05-30T22:24:32.001Z","","","Included","composer-2.5","No","0","38193","907744","11034","956971","Included"
"2026-05-30T22:24:17.772Z","","","Included","composer-2.5","No","0","23904","116227","2625","142756","Included"
"2026-05-30T22:23:49.840Z","","","Included","composer-2.5","No","0","42051","714039","10343","766433","Included"
"2026-05-30T22:23:44.965Z","","","Included","composer-2.5","No","0","29812","159299","3266","192377","Included"
"2026-05-30T22:23:44.759Z","","","Included","composer-2.5","No","0","37394","398696","9505","445595","Included"
"2026-05-30T22:23:41.677Z","","","Included","composer-2.5","No","0","49855","486924","6237","543016","Included"
"2026-05-30T22:23:32.945Z","","","Included","composer-2.5","No","0","41322","292365","5600","339287","Included"
"2026-05-30T22:23:32.573Z","","","Included","composer-2.5","No","0","62944","977459","9894","1050297","Included"
"2026-05-30T22:22:30.108Z","","","Included","composer-2.5","No","0","51744","751442","10138","813324","Included"
"2026-05-30T22:22:27.042Z","","","Included","composer-2.5","No","0","38258","477047","8012","523317","Included"
"2026-05-30T22:22:24.529Z","","","Included","composer-2.5","No","0","25190","452427","5026","482643","Included"
"2026-05-30T22:22:09.827Z","","","Included","composer-2.5","No","0","18332","122153","1730","142215","Included"
"2026-05-30T22:21:59.766Z","","","Included","composer-2.5","No","0","32270","350166","4727","387163","Included"
"2026-05-30T22:21:59.422Z","","","Included","composer-2.5","No","0","38015","449376","9047","496438","Included"
"2026-05-30T22:21:54.633Z","","","Included","composer-2.5","No","0","42786","249712","2658","295156","Included"
"2026-05-30T22:21:28.328Z","","","Included","composer-2.5","No","0","27609","269037","2805","299451","Included"
"2026-05-30T22:21:00.453Z","","","Included","composer-2.5","No","0","26073","302570","4273","332916","Included"
"2026-05-30T22:20:35.073Z","","","Included","composer-2.5","No","0","30317","497444","6919","534680","Included"
"2026-05-30T22:18:39.672Z","","","Included","composer-2.5","No","0","39732","579457","4923","624112","Included"
"2026-05-30T22:18:24.729Z","","","Included","composer-2.5","No","0","97724","209610","5867","313201","Included"
"2026-05-30T22:18:24.031Z","","","Included","composer-2.5","No","0","66691","1519787","15725","1602203","Included"
"2026-05-30T22:18:23.947Z","","","Included","composer-2.5","No","0","37534","655016","5959","698509","Included"
"2026-05-30T22:18:23.331Z","","","Included","composer-2.5","No","0","60255","888046","8229","956530","Included"
"2026-05-30T22:18:15.545Z","","","Included","composer-2.5","No","0","45076","478095","14317","537488","Included"
"2026-05-30T22:18:15.276Z","","","Included","composer-2.5","No","0","34421","235322","4598","274341","Included"
"2026-05-30T22:18:14.960Z","","","Included","composer-2.5","No","0","109981","814418","9920","934319","Included"
"2026-05-30T22:18:14.930Z","","","Included","composer-2.5","No","0","117426","593505","9977","720908","Included"
"2026-05-30T22:18:14.415Z","","","Included","composer-2.5","No","0","60248","1141393","18380","1220021","Included"
"2026-05-30T22:18:13.149Z","","","Included","composer-2.5","No","0","40254","456252","9905","506411","Included"
"2026-05-30T22:18:12.766Z","","","Included","composer-2.5","No","0","183018","1172932","18547","1374497","Included"
"2026-05-30T22:18:12.055Z","","","Included","composer-2.5","No","0","97189","325718","9182","432089","Included"
"2026-05-30T22:18:11.899Z","","","Included","composer-2.5","No","0","35962","304258","8390","348610","Included"
"2026-05-30T22:18:11.185Z","","","Included","composer-2.5","No","0","49267","434024","9025","492316","Included"
"2026-05-30T22:18:11.148Z","","","Included","composer-2.5","No","0","98171","385952","9580","493703","Included"
"2026-05-30T22:17:01.475Z","","","Included","composer-2.5","No","0","21016","82175","1565","104756","Included"
"2026-05-30T22:16:29.823Z","","","Included","composer-2.5","No","0","22625","122501","2086","147212","Included"
"2026-05-30T22:16:00.658Z","","","Included","composer-2.5","No","0","21670","184281","2942","208893","Included"
"2026-05-30T22:13:57.980Z","","","Included","composer-2.5","No","0","67798","1042371","10570","1120739","Included"
"2026-05-30T22:13:35.060Z","","","Included","composer-2.5","No","0","71197","829072","9776","910045","Included"
"2026-05-30T22:13:14.692Z","","","Included","composer-2.5","No","0","41783","509033","6929","557745","Included"
"2026-05-30T22:13:07.102Z","","","Included","composer-2.5","No","0","80627","694383","9355","784365","Included"
"2026-05-30T22:12:41.675Z","","","Included","composer-2.5","No","0","45493","588992","6811","641296","Included"
"2026-05-30T22:11:43.742Z","","","Included","composer-2.5","No","0","29378","249550","3386","282314","Included"
"2026-05-30T22:11:11.613Z","","","Included","composer-2.5","No","0","24635","144134","2059","170828","Included"
"2026-05-30T22:11:10.965Z","","","Included","composer-2.5","No","0","26276","231023","3795","261094","Included"
"2026-05-30T22:11:08.688Z","","","Included","composer-2.5","No","0","46760","1535724","16925","1599409","Included"
"2026-05-30T22:11:03.567Z","","","Included","composer-2.5","No","0","22153","194912","2319","219384","Included"
"2026-05-30T22:09:17.624Z","","","Included","composer-2.5","No","0","28460","396196","4512","429168","Included"
"2026-05-30T22:08:27.649Z","","","Included","composer-2.5","No","0","31516","365960","6103","403579","Included"
"2026-05-30T22:08:04.285Z","","","Included","composer-2.5","No","0","44955","448326","6802","500083","Included"
"2026-05-30T22:07:45.742Z","","","Included","composer-2.5","No","0","35317","527583","7925","570825","Included"
"2026-05-30T22:06:59.973Z","","","Included","composer-2.5","No","0","19625","99281","1806","120712","Included"
"2026-05-30T22:06:57.657Z","","","Included","composer-2.5","No","0","65034","1963144","19275","2047453","Included"
"2026-05-30T22:05:31.476Z","","","Included","composer-2.5","No","0","31627","341217","3879","376723","Included"
"2026-05-30T22:05:27.389Z","","","Included","composer-2.5","No","0","52527","645652","8798","706977","Included"
"2026-05-30T22:04:30.256Z","","","Included","composer-2.5","No","0","58063","914024","13102","985189","Included"
"2026-05-30T22:03:50.415Z","","","Included","composer-2.5","No","0","23637","161659","3055","188351","Included"
"2026-05-30T22:03:21.030Z","","","Included","composer-2.5","No","0","45554","491153","7368","544075","Included"
"2026-05-30T22:03:02.619Z","","","Included","composer-2.5","No","0","82549","1385460","16502","1484511","Included"
"2026-05-30T22:02:24.492Z","","","Included","composer-2.5","No","0","44880","510531","9989","565400","Included"
"2026-05-30T22:01:18.884Z","","","Included","composer-2.5","No","0","76006","395979","4830","476815","Included"
"2026-05-30T21:59:57.960Z","","","Included","composer-2.5","No","0","34339","329276","3860","367475","Included"
"2026-05-30T21:59:17.932Z","","","Included","composer-2.5","No","0","35174","554222","4737","594133","Included"
"2026-05-30T21:59:06.847Z","","","Included","composer-2.5","No","0","45126","919980","10367","975473","Included"
"2026-05-30T21:57:40.290Z","","","Included","composer-2.5","No","0","56326","1048770","11492","1116588","Included"
"2026-05-30T21:57:29.577Z","","","Included","composer-2.5","No","0","81278","863987","12320","957585","Included"
"2026-05-30T21:56:35.631Z","","","Included","composer-2.5","No","0","39122","523131","8937","571190","Included"
"2026-05-30T21:54:47.558Z","","","Included","composer-2.5","No","0","59474","1119239","15427","1194140","Included"
"2026-05-30T21:54:32.406Z","","","Included","composer-2.5","No","0","32447","310859","4966","348272","Included"
"2026-05-30T21:54:29.260Z","","","Included","composer-2.5","No","0","48991","542749","9504","601244","Included"
"2026-05-30T21:54:03.729Z","","","Included","composer-2.5","No","0","55555","994075","9423","1059053","Included"
"2026-05-30T21:53:25.082Z","","","Errored, No Charge","composer-2.5","No","0","55583","343852","3329","402764","-"
"2026-05-30T21:52:31.282Z","","","Included","composer-2.5","No","0","90000","3721936","24928","3836864","Included"
"2026-05-30T21:51:34.689Z","","","Included","composer-2.5","No","0","36500","365221","6447","408168","Included"
"2026-05-30T21:51:24.194Z","","","Included","composer-2.5","No","0","28541","490716","4812","524069","Included"
"2026-05-30T21:50:46.330Z","","","Included","composer-2.5","No","0","54070","1333910","15001","1402981","Included"
"2026-05-30T21:50:31.804Z","","","Included","composer-2.5","No","0","48936","700992","10631","760559","Included"
"2026-05-30T21:49:23.223Z","","","Included","composer-2.5","No","0","23789","147790","2380","173959","Included"
"2026-05-30T21:48:53.491Z","","","Included","composer-2.5","No","0","34168","909956","9371","953495","Included"
"2026-05-30T21:47:43.068Z","","","Included","composer-2.5","No","0","37710","377081","4448","419239","Included"
"2026-05-30T21:47:30.590Z","","","Included","composer-2.5","No","0","28543","440559","6458","475560","Included"
"2026-05-30T21:47:27.852Z","","","Included","composer-2.5","No","0","38334","452046","6707","497087","Included"
"2026-05-30T21:45:56.914Z","","","Included","composer-2.5","No","0","68011","834752","8359","911122","Included"
"2026-05-30T21:45:16.366Z","","","Included","composer-2.5","No","0","63760","1187874","11923","1263557","Included"
"2026-05-30T21:45:13.642Z","","","Included","composer-2.5","No","0","63437","1901653","21174","1986264","Included"
"2026-05-30T21:44:59.162Z","","","Included","composer-2.5","No","0","49543","809045","9992","868580","Included"
"2026-05-30T21:44:14.256Z","","","Included","composer-2.5","No","0","62613","664177","7513","734303","Included"
"2026-05-30T21:42:55.725Z","","","Included","composer-2.5","No","0","34445","472775","9569","516789","Included"
"2026-05-30T21:42:02.115Z","","","Included","composer-2.5","No","0","26728","185068","2204","214000","Included"
"2026-05-30T21:41:55.284Z","","","Included","composer-2.5","No","0","51076","792791","14078","857945","Included"
"2026-05-30T21:41:04.320Z","","","Included","composer-2.5","No","0","33012","468399","7167","508578","Included"
"2026-05-30T21:40:54.457Z","","","Included","composer-2.5","No","0","29242","235908","3125","268275","Included"
"2026-05-30T21:39:46.241Z","","","Included","composer-2.5","No","0","17155","75712","1296","94163","Included"
"2026-05-30T21:39:46.004Z","","","Included","composer-2.5","No","0","41209","519824","9135","570168","Included"
"2026-05-30T21:39:28.491Z","","","Included","composer-2.5","No","0","41613","1168691","13380","1223684","Included"
"2026-05-30T21:39:18.994Z","","","Included","composer-2.5","No","0","36562","455492","7017","499071","Included"
"2026-05-30T21:38:41.323Z","","","Included","composer-2.5","No","0","68192","1148980","14543","1231715","Included"
"2026-05-30T21:37:52.291Z","","","Included","composer-2.5","No","0","39012","696087","9508","744607","Included"
"2026-05-30T21:37:13.502Z","","","Included","composer-2.5","No","0","45186","881408","11735","938329","Included"
"2026-05-30T21:36:42.410Z","","","Included","composer-2.5","No","0","40409","481375","7861","529645","Included"
"2026-05-30T21:36:13.103Z","","","Included","composer-2.5","No","0","39625","618880","8737","667242","Included"
"2026-05-30T21:35:03.060Z","","","Included","composer-2.5","No","0","34486","665403","8786","708675","Included"
"2026-05-30T21:34:42.425Z","","","Included","composer-2.5","No","0","32742","414157","6723","453622","Included"
"2026-05-30T21:33:49.184Z","","","Included","composer-2.5","No","0","36525","939597","10374","986496","Included"
"2026-05-30T21:33:25.488Z","","","Included","composer-2.5","No","0","27674","627837","5948","661459","Included"
"2026-05-30T21:32:11.102Z","","","Included","composer-2.5","No","0","52079","523097","7410","582586","Included"
"2026-05-30T21:32:09.134Z","","","Included","composer-2.5","No","0","71854","687247","6746","765847","Included"
"2026-05-30T21:32:05.354Z","","","Included","composer-2.5","No","0","34395","616504","9602","660501","Included"
"2026-05-30T21:31:33.798Z","","","Included","composer-2.5","No","0","82084","2626624","21848","2730556","Included"
"2026-05-30T21:31:10.158Z","","","Included","composer-2.5","No","0","36143","1037074","13715","1086932","Included"
"2026-05-30T21:29:35.074Z","","","Included","composer-2.5","No","0","44894","711519","12658","769071","Included"
"2026-05-30T21:29:23.941Z","","","Included","composer-2.5","No","0","30229","260394","4398","295021","Included"
"2026-05-30T21:29:19.324Z","","","Included","composer-2.5","No","0","35839","417186","4989","458014","Included"
"2026-05-30T21:28:58.886Z","","","Included","composer-2.5","No","0","94187","1013023","11929","1119139","Included"
"2026-05-30T21:28:22.573Z","","","Included","composer-2.5","No","0","37565","499936","9319","546820","Included"
"2026-05-30T21:27:35.085Z","","","Included","composer-2.5","No","0","46346","858374","12451","917171","Included"
"2026-05-30T21:26:58.282Z","","","Included","composer-2.5","No","0","39964","420848","6453","467265","Included"
"2026-05-30T21:26:45.177Z","","","Included","composer-2.5","No","0","28832","289508","5337","323677","Included"
"2026-05-30T21:26:06.683Z","","","Included","composer-2.5","No","0","32845","462144","6757","501746","Included"
"2026-05-30T21:25:29.411Z","","","Included","composer-2.5","No","0","27158","227556","4313","259027","Included"
"2026-05-30T21:24:58.081Z","","","Included","composer-2.5","No","0","34988","301099","4425","340512","Included"
"2026-05-30T21:24:22.842Z","","","Included","composer-2.5","No","0","53158","1135313","11118","1199589","Included"
"2026-05-30T21:23:51.362Z","","","Included","composer-2.5","No","0","66557","1899892","16679","1983128","Included"
"2026-05-30T21:23:40.078Z","","","Included","composer-2.5","No","0","40484","413066","10248","463798","Included"
"2026-05-30T21:23:07.253Z","","","Included","composer-2.5","No","0","34385","607784","7781","649950","Included"
"2026-05-30T21:22:46.003Z","","","Included","composer-2.5","No","0","40178","365242","6210","411630","Included"
"2026-05-30T21:22:20.257Z","","","Included","composer-2.5","No","0","43862","556973","8749","609584","Included"
"2026-05-30T21:21:55.942Z","","","Included","composer-2.5","No","0","31044","348513","4867","384424","Included"
"2026-05-30T21:21:37.163Z","","","Included","composer-2.5","No","0","23446","241728","3397","268571","Included"
"2026-05-30T21:21:00.536Z","","","Included","composer-2.5","No","0","43537","826360","12405","882302","Included"
"2026-05-30T21:20:39.070Z","","","Included","composer-2.5","No","0","41627","655640","10352","707619","Included"
"2026-05-30T21:20:38.031Z","","","Included","composer-2.5","No","0","39967","351062","7057","398086","Included"
"2026-05-30T21:19:37.504Z","","","Included","composer-2.5","No","0","35554","353231","6735","395520","Included"
"2026-05-30T21:18:49.309Z","","","Included","composer-2.5","No","0","65791","1314870","12297","1392958","Included"
"2026-05-30T21:18:35.681Z","","","Included","composer-2.5","No","0","38482","557088","10355","605925","Included"
"2026-05-30T21:16:33.077Z","","","Included","composer-2.5","No","0","37096","1083904","11398","1132398","Included"
"2026-05-30T21:16:16.903Z","","","Included","composer-2.5","No","0","27806","317537","5046","350389","Included"
"2026-05-30T21:16:06.769Z","","","Included","composer-2.5","No","0","30780","413228","7590","451598","Included"
"2026-05-30T21:15:48.853Z","","","Included","composer-2.5","No","0","26960","615774","6369","649103","Included"
"2026-05-30T21:15:41.278Z","","","Included","composer-2.5","No","0","24799","274617","4232","303648","Included"
"2026-05-30T21:15:30.062Z","","","Included","composer-2.5","No","0","37487","548340","12039","597866","Included"
"2026-05-30T21:15:10.866Z","","","Included","composer-2.5","No","0","18957","2668","457","22082","Included"
"2026-05-30T21:12:18.928Z","","","Included","composer-2.5","No","0","87305","2666454","16554","2770313","Included"
"2026-05-30T21:12:15.218Z","","","Included","composer-2.5","No","0","74008","601323","9181","684512","Included"
"2026-05-30T21:12:14.193Z","","","Included","composer-2.5","No","0","41066","784622","9685","835373","Included"
"2026-05-30T21:12:13.440Z","","","Included","composer-2.5","No","0","44927","848667","10900","904494","Included"
"2026-05-30T21:12:12.587Z","","","Included","composer-2.5","No","0","62329","850139","11865","924333","Included"
"2026-05-30T21:12:12.586Z","","","Included","composer-2.5","No","0","50890","768103","10691","829684","Included"
"2026-05-30T21:12:11.890Z","","","Included","composer-2.5","No","0","46822","822240","13212","882274","Included"
